0.000000000000000000e+00  1.215176569964657449e-07  1.458211883957588748e-05  1.701247197950520257e-03
1.267605633802816947e-02  5.386412996133671677e-07  6.190581696964895207e-05  6.899352867088956280e-03
2.535211267605633895e-02  2.238960948588869882e-06  2.459703577322982972e-04  2.612651125876060132e-02
3.802816901408451189e-02  8.727301820745314985e-06  9.145228950189456451e-04  9.234077418636324475e-02
5.070422535211267789e-02  3.190069022983282589e-05  3.181082913059385918e-03  3.044519355201858457e-01
6.338028169014084390e-02  1.093469746098470972e-04  1.034946013208693644e-02  9.358157466014725978e-01
7.605633802816902378e-02  3.514795572111219972e-04  3.148464766003852833e-02  2.679723094268297690e+00
8.873239436619718978e-02  1.059448808906110874e-03  8.953088525967135836e-02  7.142210780071752474e+00
1.014084507042253558e-01  2.994652891903103881e-03  2.378851029624436952e-01  1.769892730391738311e+01
1.140845070422535218e-01  7.937790127025307063e-03  5.903032657844171638e-01  4.072349301034089564e+01
1.267605633802816878e-01  1.973055677333183586e-02  1.367244215842149613e+00  8.685202436029229034e+01
1.394366197183098677e-01  4.599024008144619868e-02  2.953739362977389149e+00  1.713088546037158153e+02
1.521126760563380476e-01  1.005260504821482159e-01  5.946611436972146336e+00  3.115609605857747511e+02
1.647887323943661997e-01  2.060526341687259344e-01  1.114425514377334636e+01  5.203104921365892324e+02
1.774647887323943796e-01  3.960630513860696200e-01  1.941266787075382894e+01  7.930689229698441522e+02
1.901408450704225317e-01  7.138995277230809622e-01  3.137135952811285122e+01  1.093012607610937721e+03
2.028169014084507116e-01  1.206692094790527747e+00  4.690803072706839316e+01  1.340790272037433397e+03
2.154929577464788915e-01  1.912680578250711472e+00  6.465399137748880776e+01  1.420414801178210155e+03
2.281690140845070436e-01  2.842988059885941610e+00  8.168585411503266869e+01  1.209834950618393123e+03
2.408450704225352235e-01  3.962727701630802013e+00  9.376595124985554719e+01  6.335962165273592746e+02
2.535211267605633756e-01  5.179645454376179181e+00  9.629763379966979642e+01  -2.815359758974560691e+02
2.661971830985915832e-01  6.348811653784985687e+00  8.584308714976869226e+01  -1.378829398643883678e+03
2.788732394366197354e-01  7.297455589175332769e+00  6.166863878176328484e+01  -2.397838809345373647e+03
2.915492957746478875e-01  7.865694694677213050e+00  2.658826375665532993e+01  -3.056402056721628014e+03
3.042253521126760951e-01  7.950406188499794524e+00  -1.343730623408431590e+01  -3.157451535285972568e+03
3.169014084507042472e-01  7.535779059412814007e+00  -5.094611195095997402e+01  -2.669887204941734126e+03
3.295774647887323994e-01  6.698130487095883545e+00  -7.924548745296543473e+01  -1.741699948915945015e+03
3.422535211267605515e-01  5.582974678356316112e+00  -9.436013540883914175e+01  -6.383706813339775863e+02
3.549295774647887591e-01  4.363794793338886535e+00  -9.588056165646008822e+01  3.611535782148379781e+02
3.676056338028169113e-01  3.198523816328040503e+00  -8.649529193450479170e+01  1.059618086345533584e+03
3.802816901408450634e-01  2.198474665371678238e+00  -7.059890474714683251e+01  1.387729891928720463e+03
3.929577464788732710e-01  1.417032950670089386e+00  -5.268967591223995584e+01  1.392352233933563866e+03
4.056338028169014231e-01  8.564954109326392562e-01  -3.618994694081575147e+01  1.186554523267047443e+03
4.183098591549295753e-01  4.854636747673601871e-01  -2.297405559462437097e+01  8.930374427400688546e+02
