0.000000000000000000e+00  1.012576258743301544e-07  1.012580309052386498e-05  9.844571285706621433e-04
8.387698042870456172e-03  2.319843295308837994e-07  2.265801955523281171e-05  2.148579173200404827e-03
1.677539608574091234e-02  5.211974314101942138e-07  4.969124930798236232e-05  4.592813351844612750e-03
2.516309412861136852e-02  1.148308534098307828e-06  1.068048929247309570e-04  9.615013833479830671e-03
3.355079217148182469e-02  2.481004926300181194e-06  2.249792590280433064e-04  1.971210550408867765e-02
4.193849021435228086e-02  5.256653722353677389e-06  4.644294186432556767e-04  3.957251061184282465e-02
5.032618825722273703e-02  1.092204144437811782e-05  9.395232597743092108e-04  7.778467436857841588e-02
5.871388630009319320e-02  2.225414838888669936e-05  1.862470194799739024e-03  1.496901150042845574e-01
6.710158434296364938e-02  4.446628501830118742e-05  3.617821257912348393e-03  2.819977473083195574e-01
7.548928238583410555e-02  8.712913924372399886e-05  6.885909191147604642e-03  5.199981428073484624e-01
8.387698042870456172e-02  1.674205283991539602e-04  1.284134632073013170e-02  9.384400851495221518e-01
9.226467847157501789e-02  3.154762729100602458e-04  2.346235533862983322e-02  1.657291345115536219e+00
1.006523765144454741e-01  5.829581829559581747e-04  4.199706224915748798e-02  2.863589261194328994e+00
1.090400745573159302e-01  1.056381562737656070e-03  7.364180518402266284e-02  4.840230576339036084e+00
1.174277726001863864e-01  1.877227601200347077e-03  1.264903061151446684e-01  8.001645255827936509e+00
1.258154706430568426e-01  3.271340556413949389e-03  2.128056702673721823e-01  1.293462262156844389e+01
1.342031686859272988e-01  5.590456763691859475e-03  3.506423533540799498e-01  2.043993607843481186e+01
1.425908667287977549e-01  9.368747549488081958e-03  5.657942866622747147e-01  3.156682013455595737e+01
1.509785647716682111e-01  1.539672980970636061e-02  8.939609543463293839e-01  4.762804381878500948e+01
1.593662628145386673e-01  2.481350698295860246e-02  1.382901820109720070e+00  7.017896220007085617e+01
1.677539608574091234e-01  3.921574932928320600e-02  2.094195176912080125e+00  1.009406756013748492e+02
1.761416589002795796e-01  6.077788668830529789e-02  3.104046144496937831e+00  1.416469244015213746e+02
1.845293569431500358e-01  9.237264529926511591e-02  4.502431196205298747e+00  1.937985118634165076e+02
1.929170549860204920e-01  1.376746163402326473e-01  6.389770101169230720e+00  2.583196416436323375e+02
2.013047530288909481e-01  2.012227488177816548e-01  8.870339320096196190e+00  3.351285461497250822e+02
2.096924510717614043e-01  2.884117756506771046e-01  1.204184457837112099e+01  4.226595704940669407e+02
2.180801491146318605e-01  4.053793366661528896e-01  1.598100142705555982e+01  5.174026259544137929e+02
2.264678471575023166e-01  5.587569466566729703e-01  2.072564345864906343e+01  6.135532440452707306e+02
2.348555452003727728e-01  7.552608476327341558e-01  2.625474585436358765e+01  7.028847582568122334e+02
2.432432432432432290e-01  1.001114418366000125e+00  3.246870560522199156e+01  7.749548620850511043e+02
2.516309412861136852e-01  1.301317197701848949e+00  3.917307885938470235e+01  8.177345168211739974e+02
2.600186393289841691e-01  1.658804980835072440e+00  4.606951179742458891e+01  8.186942453562829769e+02
2.684063373718545975e-01  2.073577160185019697e+00  5.275757959730042757e+01  7.663038392416174247e+02
2.767940354147250259e-01  2.541896006836931843e+00  5.875048753578001737e+01  6.518067678950326354e+02
2.851817334575955099e-01  3.055681364380805842e+00  6.350602702026302637e+01  4.710378542208684394e+02
2.935694315004659938e-01  3.602226863948769786e+00  6.647192656368922314e+01  2.259845169732394652e+02
3.019571295433364222e-01  4.164345597078859207e+00  6.714209413091121803e+01  -7.422966504256612552e+01
3.103448275862068506e-01  4.721012781026096228e+00  6.511767813925665394e+01  -4.132192211595424283e+02
3.187325256290773345e-01  5.248513233417019919e+00  6.016493103274805065e+01  -7.682415407332665609e+02
3.271202236719478185e-01  5.722029932939028285e+00  5.226106024846235698e+01  -1.112142771141829598e+03
